Table 1
NEGERI,PPD,JENIS/LABEL,KODSEKOLAH,NAMASEKOLAH,ALAMATSURAT,POSKODSURAT,BANDARSURAT,NOTELEFON,NOFAX,EMAIL,LOKASI,BANTUAN,PRASEKOLAH,PKHAS
KEDAH,PPD KULIM/BANDAR BAHARU,Kebangsaan,KBA5006,SEKOLAH KEBANGSAAN KELADI,KG KELADI,09000,KULIM,044951296,044911509,KBA5006@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD KULIM/BANDAR BAHARU,Kebangsaan,KBA5007,SEKOLAH KEBANGSAAN KULIM,JLN TUNKU BENDAHARA,09000,KULIM,044905599,044906600,KBA5007@moe.edu.my,Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD KULIM/BANDAR BAHARU,Kebangsaan,KBA5008,SEKOLAH KEBANGSAAN SRI KULIM,TAMAN BERLIAN,09000,KULIM,044900369,044900369,KBA5008@moe.edu.my,Bandar,Kerajaan,ADA,ADA
KEDAH,PPD KULIM/BANDAR BAHARU,Kebangsaan,KBA5009,SEKOLAH KEBANGSAAN LABU BESAR,"KG PADANG UBI, LABU BESAR",09010,KULIM,044037688,044037688,KBA5009@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD KULIM/BANDAR BAHARU,Kebangsaan,KBA5010,SEKOLAH KEBANGSAAN SRI LIMAU,JALAN LUNAS,09600,LUNAS,044841079,044849117,KBA5010@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD KULIM/BANDAR BAHARU,Kebangsaan,KBA5011,SEKOLAH KEBANGSAAN LUNAS JAYA,LUNAS,09600,KULIM,044843973,044846013,KBA5011@moe.edu.my,Luar Bandar,Kerajaan,ADA,ADA
KEDAH,PPD KULIM/BANDAR BAHARU,Kebangsaan,KBA5012,SEKOLAH KEBANGSAAN MERBAU PULAS,MERBAU PULAS,09300,KUALA KETIL,044160331,044160331,KBA5012@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD KULIM/BANDAR BAHARU,Kebangsaan,KBA5013,SEKOLAH KEBANGSAAN MAHANG,KARANGAN,09500,KULIM,044042133,044042133,KBA5013@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD KULIM/BANDAR BAHARU,Kebangsaan,KBA5014,SEKOLAH KEBANGSAAN SUNGAI KARANGAN,JALAN SUNGAI KARANGAN,09410,PADANG SERAI,044858953,044858953,KBA5014@moe.edu.my,Luar Bandar,Kerajaan,ADA,ADA
KEDAH,PPD KULIM/BANDAR BAHARU,Kebangsaan,KBA5015,SEKOLAH KEBANGSAAN PERMATANG TOK DIK,KG PERMATANG DURIAN,09400,PADANG SERAI,044850815,044850763,KBA5015@moe.edu.my,Luar Bandar,Kerajaan,ADA,ADA
KEDAH,PPD KULIM/BANDAR BAHARU,Kebangsaan,KBA5016,SEKOLAH KEBANGSAAN SUNGAI KOB,SUNGAI KOB,09700,KARANGAN,044056572,044050104,KBA5016@moe.edu.my,Luar Bandar,Kerajaan,ADA,ADA
KEDAH,PPD KULIM/BANDAR BAHARU,Kebangsaan,KBA5017,SEKOLAH KEBANGSAAN SUNGAI SELUANG,JALAN SUNGAI SELUANG,09600,LUNAS,044842290,044842290,KBA5017@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD KULIM/BANDAR BAHARU,Kebangsaan,KBA5018,SEKOLAH KEBANGSAAN SUNGAI ULAR,SUNGAI ULAR,09000,KULIM,044952153,044906064,KBA5018@moe.edu.my,Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD KULIM/BANDAR BAHARU,Kebangsaan,KBA5019,SEKOLAH KEBANGSAAN SERI LINDUNGAN RAJA,SEDIM,09700,KARANGAN,TIADA,TIADA,KBA5019@moe.edu.my,Luar Bandar,Kerajaan,ADA,ADA
KEDAH,PPD KULIM/BANDAR BAHARU,Kebangsaan,KBA5020,SEKOLAH KEBANGSAAN TERAP,TERAP,09800,SERDANG,044078627,044078627,KBA5020@moe.edu.my,Luar Bandar,Kerajaan,ADA,ADA
KEDAH,PPD KULIM/BANDAR BAHARU,Kebangsaan,KBA5021,SEKOLAH KEBANGSAAN GUNUNG BONGSU,KARANGAN,09700,KARANGAN,044170059,TIADA,KBA5021@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD KULIM/BANDAR BAHARU,Kebangsaan,KBA5022,SEKOLAH KEBANGSAAN PAGAR MUSIH,KARANGAN,09700,KARANGAN,044000109,044000109,KBA5022@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD KULIM/BANDAR BAHARU,Kebangsaan,KBA5023,SEKOLAH KEBANGSAAN KULIM BANDAR,JLN.TUNKU MOHD. ASAAD,09000,KULIM,044900145,044900145,KBA5023@moe.edu.my,Bandar,Kerajaan,TIADA,TIADA
KEDAH,PPD KULIM/BANDAR BAHARU,Kebangsaan,KBA5024,SEKOLAH KEBANGSAAN PERMATANG TIONG,JALAN KG AIR PUTEH,09000,KULIM,044872371,044872371,KBA5024@moe.edu.my,Luar Bandar,Kerajaan,ADA,ADA
KEDAH,PPD KULIM/BANDAR BAHARU,Kebangsaan,KBA5025,SEKOLAH KEBANGSAAN TAMAN SELASIH,TAMAN SELASIH,09000,KULIM,044952868,044952868,KBA5025@moe.edu.my,Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD KULIM/BANDAR BAHARU,Kebangsaan,KBA5026,SEKOLAH KEBANGSAAN TAMAN KENARI,TAMAN KENARI,09000,KULIM,044911971,044904979,KBA5026@moe.edu.my,Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD KULIM/BANDAR BAHARU,Kebangsaan,KBA5027,SEKOLAH KEBANGSAAN TAMAN RIA,TAMAN RIA,09400,PADANG SERAI,044850735,044850735,KBA5027@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD KULIM/BANDAR BAHARU,Kebangsaan,KBA5028,SEKOLAH KEBANGSAAN JALAN PAYA BESAR,JALAN PAYA BESAR,09600,LUNAS,044848863,044842625,KBA5028@moe.edu.my,Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD KULIM/BANDAR BAHARU,Kebangsaan,KBA5029,SEKOLAH KEBANGSAAN TAMAN HI-TECH,"JLN KTC 5, KULIM TECHNOCITY KULIM, HI-TECH PARK",09000,KULIM,044037488,044037488,KBA5029@moe.edu.my,Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD KULIM/BANDAR BAHARU,Kebangsaan,KBA5030,SEKOLAH KEBANGSAAN AIR MERAH,TAMAN SERI PETALING,09000,KULIM,044957960,044900366,KBA5030@moe.edu.my,Bandar,Kerajaan,ADA,ADA
KEDAH,PPD KULIM/BANDAR BAHARU,Kebangsaan,KBA5031,SEKOLAH KEBANGSAAN TAMAN JELUTONG,TAMAN JELUTONG,09000,KULIM,044954444,044915609,KBA5031@moe.edu.my,Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD KULIM/BANDAR BAHARU,Kebangsaan,KBA5032,SEKOLAH KEBANGSAAN TAMAN MUTIARA,KARANGAN,09700,KARANGAN,044031598,044031159,KBA5032@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD KULIM/BANDAR BAHARU,Kebangsaan,KBA5033,SEKOLAH KEBANGSAAN TAMAN MAHSURI,PADANG SERAI,09400,PADANG SERAI,044853510,TIADA,KBA5033@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD LANGKAWI,Kebangsaan,KBA6001,SEKOLAH KEBANGSAAN LUBUK CHEMPEDAK,"PULAU TUBA, MUKIM KUAH",07000,LANGKAWI,049671758,049671758,KBA6001@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD LANGKAWI,Kebangsaan,KBA6002,SEKOLAH KEBANGSAAN BAYAS,"KG BAYAS, MUKIM ULU MELAKA",07000,LANGKAWI,049553211,049558536,KBA6002@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD LANGKAWI,Kebangsaan,KBA6003,SEKOLAH KEBANGSAAN EWA,MUKIM AYER HANGAT,07000,LANGKAWI,049591726,049591726,KBA6003@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD LANGKAWI,Kebangsaan,KBA6004,SEKOLAH KEBANGSAAN KEDAWANG,MUKIM KEDAWANG,07000,LANGKAWI,049554787,049552804,KBA6004@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD LANGKAWI,Kebangsaan,KBA6006,SEKOLAH KEBANGSAAN SERI NEGERI,JALAN AYER HANGAT,07000,LANGKAWI,049692030,049692032,KBA6006@moe.edu.my,Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD LANGKAWI,Kebangsaan,KBA6007,SEKOLAH KEBANGSAAN KUALA TERIANG,,07100,LANGKAWI,049551361,049551361,KBA6007@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD LANGKAWI,Kebangsaan,KBA6008,SEKOLAH KEBANGSAAN PADANG MATSIRAT,MUKIM PADANG MATSIRAT,07100,LANGKAWI,049553494,049559420,KBA6008@moe.edu.my,Luar Bandar,Kerajaan,ADA,ADA
KEDAH,PPD LANGKAWI,Kebangsaan,KBA6009,SEKOLAH KEBANGSAAN PULAU TUBA,PULAU TUBA,07000,LANGKAWI,049661598,049660390,KBA6009@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD LANGKAWI,Kebangsaan,KBA6010,SEKOLAH KEBANGSAAN SERI LAGENDA,JALAN AYER HANGAT,07000,LANGKAWI,049661634,049667044,KBA6010@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD LANGKAWI,Kebangsaan,KBA6011,SEKOLAH KEBANGSAAN TEMONYONG,MUKIM KEDAWANG,07000,LANGKAWI,049552019,049552019,KBA6011@moe.edu.my,Luar Bandar,Kerajaan,ADA,ADA
KEDAH,PPD LANGKAWI,Kebangsaan,KBA6012,SEKOLAH KEBANGSAAN ULU MELAKA,"MUKIM ULU MELAKA,ULU MELAKA",07000,LANGKAWI,049552336,049531993,KBA6012@moe.edu.my,Luar Bandar,Kerajaan,ADA,ADA
KEDAH,PPD LANGKAWI,Kebangsaan,KBA6013,SEKOLAH KEBANGSAAN LANGKAWI,JALAN PERSIARAN PUTRA,07000,LANGKAWI,049692020,049692022,KBA6013@moe.edu.my,Bandar,Kerajaan,ADA,ADA
KEDAH,PPD LANGKAWI,Kebangsaan,KBA6020,SEKOLAH KEBANGSAAN SLT BAGAN NYIOR,PULAU DAYANG BUNTING,07000,LANGKAWI,049661858,049661858,KBA6020@moe.edu.my,Luar Bandar,Kerajaan,ADA,ADA
KEDAH,PPD LANGKAWI,Kebangsaan,KBA6021,SEKOLAH KEBANGSAAN NYIOR CHABANG,MUKIM BOHOR,07000,LANGKAWI,049555306,049555306,KBA6021@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD LANGKAWI,Kebangsaan,KBA6022,SEKOLAH KEBANGSAAN KILIM,JALAN AYER HANGAT,07000,LANGKAWI,049592193,049592192,KBA6022@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD LANGKAWI,Kebangsaan,KBA6023,SEKOLAH KEBANGSAAN SG MENGHULU,JALAN BATU ASAH,07000,LANGKAWI,049693030,049693031,KBA6023@moe.edu.my,Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD PADANG TERAP,Kebangsaan,KBA7001,SEKOLAH KEBANGSAAN BUKIT TEMBAGA,"JALAN KUALA PAI,HADAPAN MASJID FELDA BUKIT TEMBAGA",06300,KUALA NERANG,047823881,047823881,kba7001@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD PADANG TERAP,Kebangsaan,KBA7002,SEKOLAH KEBANGSAAN KUALA NERANG,KUALA NERANG,06300,KUALA NERANG,047866557,047866557,kba7002@moe.edu.my,Bandar,Kerajaan,ADA,ADA
KEDAH,PPD PADANG TERAP,Kebangsaan,KBA7003,SEKOLAH KEBANGSAAN KURONG HITAM,"KG. KUBANG DAKSA, MUKIM KURONG HITAM",06300,KUALA NERANG,047867769,047867769,KBA7003@moe.edu.my,Luar Bandar,Kerajaan,ADA,ADA
KEDAH,PPD PADANG TERAP,Kebangsaan,KBA7004,SEKOLAH KEBANGSAAN TOH PUAN SHARIFAH HANIFAH,"BATU 16 , JALAN KUBU, MUKIM PADANG TEMAK",06300,KUALA NERANG,047822276,047822276,kba7004@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD PADANG TERAP,Kebangsaan,KBA7005,SEKOLAH KEBANGSAAN NAKA,"MUKIM TEKAI KANAN, NAKA",06350,ALOR SETAR,047852548,047852548,KBA7005@moe.edu.my,Luar Bandar,Kerajaan,ADA,ADA
KEDAH,PPD PADANG TERAP,Kebangsaan,KBA7006,SEKOLAH KEBANGSAAN PANGLIMA AWANG,KUALA NERANG,06300,KUALA NERANG,047869362,047869362,KBA7006@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD PADANG TERAP,Kebangsaan,KBA7007,SEKOLAH KEBANGSAAN NAMI,D/A PEJABAT POS FELDA LUBUK MERBAU,06710,LUBUK MERBAU,047510016,047510016,KBA7007@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD PADANG TERAP,Kebangsaan,KBA7008,SEKOLAH KEBANGSAAN PADANG SANAI,"KM 45, JALAN PADANG SANAI",06300,KUALA NERANG,047864311,047864311,KBA7008@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD PADANG TERAP,Kebangsaan,KBA7009,SEKOLAH KEBANGSAAN PADANG TERAP,"BATU 26, JALAN PADANG SANAI",06300,KUALA  NERANG,047860770,047864891,KBA7009@moe.edu.my,Luar Bandar,Kerajaan,ADA,ADA
KEDAH,PPD PADANG TERAP,Kebangsaan,KBA7010,SEKOLAH KEBANGSAAN TANDOP BESAR,"JALAN TANDOP BESAR,KUALA NERANG",06300,KUALA NERANG,047868307,047868307,KBA7010@moe.edu.my,Luar Bandar,Kerajaan,ADA,ADA
KEDAH,PPD PADANG TERAP,Kebangsaan,KBA7011,SEKOLAH KEBANGSAAN DATIN FATIMAH,JALAN AMPANGAN PEDU,06300,KUALA NERANG,047867236,047867236,KBA7011@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD PADANG TERAP,Kebangsaan,KBA7012,SEKOLAH KEBANGSAAN PEDU,KUALA NERANG,06300,KUALA NERANG,047866948,047866948,kba7012@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD PADANG TERAP,Kebangsaan,KBA7013,SEKOLAH KEBANGSAAN KAMPONG BELUKAR,NAKA,06350,POKOK SENA,047851125,047851125,KBA7013@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD PADANG TERAP,Kebangsaan,KBA7014,SEKOLAH KEBANGSAAN TUALAK,KM 10 KAMPUNG LABI,06300,KUALA NERANG,047860078,047860078,KBA7014@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD PADANG TERAP,Kebangsaan,KBA7015,SEKOLAH KEBANGSAAN LUBUK MERBAU,LUBOK MERBAU,06710,PENDANG,047520082,047522652,KBA7015@moe.edu.my,Luar Bandar,Kerajaan,ADA,ADA
KEDAH,PPD PADANG TERAP,Kebangsaan,KBA7016,SEKOLAH KEBANGSAAN PERIK,KM 16 JALAN KUALA NERANG JITRA,06300,KUALA NERANG,047410240,047170178,KBA7016@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD PENDANG,Kebangsaan,KBA7017,SEKOLAH KEBANGSAAN SUNGAI SIPUT,LUBUK MERBAU,06710,PENDANG,047410616,TIADA,KBA7017@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD PADANG TERAP,Kebangsaan,KBA7018,SEKOLAH KEBANGSAAN LAMDIN,"KM 3, JALAN NAMI",06350,ALOR STAR,047852527,047852527,KBA7018@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD PADANG TERAP,Kebangsaan,KBA7019,SEKOLAH KEBANGSAAN KUBANG PALAS,KAMPUNG KUBANG PALAS,06300,KUALA NERANG,047868285,047868285,kba7019@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD PADANG TERAP,Kebangsaan,KBA7020,SEKOLAH KEBANGSAAN SERI BAKTI,"BATU 19,JLN. KG.RAMBUTAN,MK.PADANG TEMAK",06300,KUALA NERANG,047170017,047170019,KBA7020@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD BALING/SIK,Kebangsaan,KBA8001,SEKOLAH KEBANGSAAN BATU LIMA,BATU LIMA,08200,SIK,044620372,TIADA,KBA8001@moe.edu.my,Luar Bandar,Kerajaan,ADA,ADA
KEDAH,PPD BALING/SIK,Kebangsaan,KBA8002,SEKOLAH KEBANGSAAN CHEPIR,KAMPUNG CHEPIR,08200,SIK,044620662,,KBA8002@moe.edu.my,Luar Bandar,Kerajaan,ADA,ADA
KEDAH,PPD BALING/SIK,Kebangsaan,KBA8003,SEKOLAH KEBANGSAAN GULAU,WAKIL POS GULAU,08210,SIK,TIADA,TIADA,KBA8003@moe.edu.my,Luar Bandar,Kerajaan,ADA,ADA
KEDAH,PPD BALING/SIK,Kebangsaan,KBA8004,SEKOLAH KEBANGSAAN HUJONG BANDAR,KG. HUJONG BANDAR,08200,SIK,044620318,044622529,KBA8004@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD BALING/SIK,Kebangsaan,KBA8005,SEKOLAH KEBANGSAAN JENERI,KAMPUNG JENERI,08700,JENIANG,044627354,044627355,KBA8005@moe.edu.my,Luar Bandar,Kerajaan,ADA,ADA
KEDAH,PPD BALING/SIK,Kebangsaan,KBA8006,SEKOLAH KEBANGSAAN KG BETONG,JALAN JENERI,08700,JENIANG,044647136,044647136,KBA8006@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD BALING/SIK,Kebangsaan,KBA8007,SEKOLAH KEBANGSAAN HJ HUSSAIN,"KG TUPAI, MUKIM TELOI",08200,SIK,044620041,TIADA,KBA8007@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD BALING/SIK,Kebangsaan,KBA8008,SEKOLAH KEBANGSAAN KG KOTA BUKIT,JENERI,08700,JENIANG,044620307,TIADA,KBA8008@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD BALING/SIK,Kebangsaan,KBA8009,SEKOLAH KEBANGSAAN SERI AMPANG MUDA,KAMPUNG BELANTIK,08210,SIK,047520240,047520240,KBA8009@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD BALING/SIK,Kebangsaan,KBA8010,SEKOLAH KEBANGSAAN CHEMARA,KG  CHEMARA,08700,JENIANG,044620019,TIADA,KBA8010@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD BALING/SIK,Kebangsaan,KBA8011,SEKOLAH KEBANGSAAN KALAI,KAMPUNG KALAI,08700,JENIANG,044620564,TIADA,KBA8011@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD BALING/SIK,Kebangsaan,KBA8012,SEKOLAH KEBANGSAAN PAYA TERENDAM,JALAN GULAU,08200,SIK,044694053,044694053,KBA8012@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD BALING/SIK,Kebangsaan,KBA8013,SEKOLAH KEBANGSAAN PADANG CHICHAK,"JENERI, JENIANG",08700,GURUN,044626689,TIADA,KBA8013@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD BALING/SIK,Kebangsaan,KBA8014,SEKOLAH KEBANGSAAN SIK,PEKAN SIK,08200,SIK,044695434,044695434,KBA8014@moe.edu.my,Bandar,Kerajaan,ADA,ADA
KEDAH,PPD BALING/SIK,Kebangsaan,KBA8015,SEKOLAH KEBANGSAAN BANDAR BARU BERIS JAYA,BANDAR BARU BERIS JAYA,08700,JENIANG,04-4697001,044697002,KBA8015@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD BALING/SIK,Kebangsaan,KBA8016,SEKOLAH KEBANGSAAN TELOI TUA,BATU LIMA,08200,SIK,044620264,044620014,KBA8016@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD BALING/SIK,Kebangsaan,KBA8017,SEKOLAH KEBANGSAAN DANGLAU,KG KUBANG KESOM,08210,SIK,047510019,TIADA,KBA8017@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD BALING/SIK,Kebangsaan,KBA8018,SEKOLAH KEBANGSAAN SIK DALAM,SIK DALAM,08200,SIK,044622823,TIADA,KBA8018@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD BALING/SIK,Kebangsaan,KBA8019,SEKOLAH KEBANGSAAN KOTA AUR,KOTA AUR,08210,SIK,047520409,TIADA,KBA8019@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD BALING/SIK,Kebangsaan,KBA8020,SEKOLAH KEBANGSAAN BATU 8,KG. CHAROK SEJUK,08200,SIK,044620015,044620032,KBA8020@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD KUALA MUDA/YAN,Kebangsaan,KBA9001,SEKOLAH KEBANGSAAN GUAR CHEMPEDAK,GUAR CHEMPEDAK,08800,GUAR CHEMPEDAK,044686168,044686168,KBA9001@moe.edu.my,Luar Bandar,Kerajaan,ADA,ADA
KEDAH,PPD KUALA MUDA/YAN,Kebangsaan,KBA9002,SEKOLAH KEBANGSAAN PADANG LUMAT,GUAR CHEMPEDAK,08800,GUAR CHEMPEDAK,047692192,047692192,KBA9002@moe.edu.my,Luar Bandar,Kerajaan,ADA,ADA
KEDAH,PPD KUALA MUDA/YAN,Kebangsaan,KBA9003,SEKOLAH KEBANGSAAN SUNGAI KERING,KAMPUNG SUNGAI KERING,06910,YAN,047693511,TIADA,KBA9003@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD KUALA MUDA/YAN,Kebangsaan,KBA9004,SEKOLAH KEBANGSAAN SUNGAI LIMAU,SUNGAI LIMAU,06910,YAN,047694941,047694941,KBA9004@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD KUALA MUDA/YAN,Kebangsaan,KBA9005,SEKOLAH KEBANGSAAN HAJI KASSIM JASIN,SELENGKOH,06910,YAN,044471361,TIADA,KBA9005@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD KUALA MUDA/YAN,Kebangsaan,KBA9006,SEKOLAH KEBANGSAAN ULU SEDAKA,,06900,YAN,044471043,044471043,KBA9006@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD KUALA MUDA/YAN,Kebangsaan,KBA9007,SEKOLAH KEBANGSAAN DULANG,DULANG KECHIL,06900,YAN,044655643,044655643,KBA9007@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD KUALA MUDA/YAN,Kebangsaan,KBA9008,SEKOLAH KEBANGSAAN KAMPONG PAUH,KAMPUNG PAUH,06900,YAN,044478012,044470058,KBA9008@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD KUALA MUDA/YAN,Kebangsaan,KBA9009,SEKOLAH KEBANGSAAN KAMPONG SETAR,KAMPONG SETAR,06900,YAN,044658027,044658027,KBA9009@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD KUALA MUDA/YAN,Kebangsaan,KBA9010,SEKOLAH KEBANGSAAN LANGKASUKA,JALAN PEGAWAI,06900,YAN,044655535,044655535,KBA9010@moe.edu.my,Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD KUALA MUDA/YAN,Kebangsaan,KBA9011,SEKOLAH KEBANGSAAN TOK MAT SALLEH,KAMPUNG RUAT,06900,YAN,044651051,044651051,KBA9011@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD KUALA MUDA/YAN,Kebangsaan,KBA9012,SEKOLAH KEBANGSAAN TEROI,GUAR CHEMPEDAK,08800,GUAR CHEMPEDAK,044686359,044686359,KBA9012@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD KUALA MUDA/YAN,Kebangsaan,KBA9013,SEKOLAH KEBANGSAAN YAN KECHIL,YAN KECHIL,06900,YAN,044655951,044655951,KBA9013@moe.edu.my,Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD KUALA MUDA/YAN,Kebangsaan,KBA9014,SEKOLAH KEBANGSAAN HJ NYAK GAM,YAN,06900,YAN,044658057,044658057,KBA9014@moe.edu.my,Bandar,Kerajaan,ADA,ADA
KEDAH,PPD KUALA MUDA/YAN,Kebangsaan,KBA9016,SEKOLAH KEBANGSAAN BUKIT BESAR,KOTA SARANG SEMUT,06800,ALOR SETAR,047694933,047694933,KBA9016@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD KUALA MUDA/YAN,Kebangsaan,KBA9017,SEKOLAH KEBANGSAAN PERMATANG BULOH,KOTA SARANG SEMUT,06800,ALOR SETAR,047691132,047691132,KBA9017@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD KUALA MUDA/YAN,Kebangsaan,KBA9018,SEKOLAH KEBANGSAAN SUNGAI DEDAP,KOTA SARANG SEMUT,06800,KOTA SARANG SEMUT,047691172,047691172,KBA9018@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD KUALA MUDA/YAN,Kebangsaan,KBA9019,SEKOLAH KEBANGSAAN SIMPANG TIGA SG DAUN,"SPG TIGA SG DAUN, KOTA SARANG SEMUT",06680,KOTA SARANG SEMUT,047410102,TIADA,KBA9019@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD KUALA MUDA/YAN,Kebangsaan,KBA9020,SEKOLAH KEBANGSAAN SUNGAI DAUN TENGAH,"SIMPANG TIGA, SG LIMAU",06680,KOTA SARANG SEMUT,044473649,TIADA,KBA9020@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD KUALA MUDA/YAN,Kebangsaan,KBA9021,SEKOLAH KEBANGSAAN SINGKIR,SINGKIR,08110,BEDONG,044573166,044573166,KBA9021@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD KUALA MUDA/YAN,Kebangsaan,KBA9022,SEKOLAH KEBANGSAAN HAJI HUSSIN DOL,GUAR CHEMPEDAK,08800,GUAR CHEMPEDAK,044688544,044688544,KBA9022@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD PENDANG,Kebangsaan,KBAA004,SEKOLAH KEBANGSAAN KUBOR PANJANG,KUBOR PANJANG,06760,ALOR SETAR,047846269,047848248,KBAA004@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KEDAH,PPD PENDANG,Kebangsaan,KBAA005,SEKOLAH KEBANGSAAN PADANG DURIAN,PADANG DURIAN,06750,PENDANG,044471240,047410144,KBAA005@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
